seismeLabel,lieuLabel,paysLabel,date,nombreMorts,nombreBlesse,description,coordonnees,article
Séisme de 2018 à Hokkaidō,sous-préfecture Iburi,Japon,2018-09-06T00:00:00Z,2,7,séisme au Japon en 2018,Point(141.933 42.671),https://fr.wikipedia.org/wiki/S%C3%A9isme_de_2018_%C3%A0_Hokkaid%C5%8D
