seismeLabel,lieuLabel,paysLabel,date,nombreMorts,nombreBlesse,description,coordonnees,article
Séisme_de_2018_à_Hokkaidō,sous-préfecture_Iburi,Japon,2018-09-06T00:00:00Z,2,7,séisme_au_Japon_en_2018,Point(141.933 42.671),https://fr.wikipedia.org/wiki/S%C3%A9isme_de_2018_%C3%A0_Hokkaid%C5%8D
